0 0.013947
1 0.013967
2 0.014733
3 0.014337
4 0.014349
5 0.014838
6 0.015154
7 0.015445
8 0.015332
9 0.015046
10 0.015495
11 0.015627
12 0.015787
13 0.015910
14 0.016101
15 0.016361
16 0.016543
17 0.016686
18 0.017867
19 0.020516
20 0.019101
21 0.019013
22 0.019285
23 0.017989
24 0.017888
25 0.018156
26 0.018498
27 0.018465
28 0.018572
29 0.018715
30 0.018955
31 0.020038
32 0.020244
33 0.020151
34 0.020303
35 0.021276
36 0.020800
37 0.020361
38 0.020124
39 0.020472
40 0.020434
41 0.020180
42 0.020603
43 0.021104
44 0.020847
45 0.021446
46 0.021458
47 0.021520
48 0.021851
49 0.022201
50 0.024490
51 0.025134
52 0.025180
53 0.025324
54 0.024466
55 0.023505
56 0.023643
57 0.023922
58 0.023739
59 0.024167
60 0.024183
61 0.024267
62 0.024526
63 0.024546
64 0.025649
65 0.026079
66 0.025669
67 0.026123
68 0.026236
69 0.026442
70 0.026472
71 0.026780
72 0.026998
73 0.027413
74 0.027451
75 0.028217
76 0.029697
77 0.027922
78 0.028255
79 0.032323
80 0.032215
81 0.031957
82 0.031580
83 0.029185
84 0.029250
85 0.029456
86 0.029656
87 0.029502
88 0.032661
89 0.033059
90 0.033832
