0 0.000000 
1 0.000000 
2 0.000000 
3 0.000000 
4 0.000000 
5 0.000000 
6 0.000000 
7 0.000000 
8 0.000000 
9 0.000001 
10 0.000001 
11 0.000001 
12 0.000002 
13 0.000003 
14 0.000005 
15 0.000007 
16 0.000013 
17 0.000019 
18 0.000037 
19 0.000057 
20 0.000083 
21 0.000130 
22 0.000209 
23 0.000328 
24 0.000388 
25 0.000582 
26 0.001019 
27 0.001626 
28 0.002180 
29 0.003445 
30 0.007020 
31 0.009749 
32 0.015243 
33 0.024491 
34 0.037621 
35 0.062112 
36 0.100718 
37 0.165659 
38 0.263452 
39 0.417600 
40 0.696975 
41 1.130925 
42 1.874911 
43 3.154367 
44 4.971351 
45 7.511038 
