0 0.014198
1 0.013643
2 0.014228
3 0.014703
4 0.016015
5 0.017420
6 0.018119
7 0.018812
8 0.019304
9 0.021179
10 0.020936
11 0.021772
12 0.022504
13 0.023051
14 0.024294
15 0.024881
16 0.024153
17 0.025859
18 0.025057
19 0.026214
20 0.030272
21 0.033030
22 0.034825
23 0.037415
24 0.038384
25 0.040233
26 0.041697
27 0.042717
28 0.046468
29 0.048302
30 0.049882
31 0.050703
32 0.050354
33 0.051328
34 0.055847
35 0.056951
36 0.058306
37 0.060795
38 0.059830
39 0.062353
40 0.061570
41 0.059918
42 0.066861
43 0.067715
44 0.068100
45 0.071022
46 0.072467
47 0.074670
48 0.074172
49 0.079631
50 0.075275
51 0.076976
52 0.080009
53 0.082335
54 0.083721
55 0.079434
56 0.074580
57 0.077380
58 0.084947
59 0.092795
60 0.088186
61 0.092520
62 0.092511
63 0.093257
64 0.097306
65 0.098864
66 0.096850
67 0.103324
68 0.103572
69 0.108254
70 0.104314
71 0.109143
72 0.109648
73 0.112526
74 0.106304
75 0.099029
76 0.115362
77 0.118533
78 0.120724
79 0.117737
80 0.118133
81 0.110561
82 0.114110
83 0.126912
84 0.128281
85 0.130780
86 0.132264
87 0.142127
88 0.132623
89 0.136348
90 0.137691
