0 0.015228
1 0.013219
2 0.014172
3 0.014373
4 0.015298
5 0.015315
6 0.015340
7 0.014939
8 0.016537
9 0.016869
10 0.016542
11 0.016847
12 0.016759
13 0.017395
14 0.016893
15 0.017311
16 0.017043
17 0.017306
18 0.017725
19 0.018556
20 0.017245
21 0.020283
22 0.017943
23 0.018438
24 0.017642
25 0.017951
26 0.017894
27 0.017220
28 0.015785
29 0.016204
30 0.016450
31 0.018764
32 0.017836
33 0.017989
34 0.017971
35 0.017857
36 0.016053
37 0.016211
38 0.016978
39 0.016997
40 0.018458
41 0.018945
42 0.019126
43 0.019451
44 0.018953
45 0.018780
46 0.019959
47 0.019620
48 0.017679
49 0.018785
50 0.018621
51 0.019167
52 0.018605
53 0.018998
54 0.019442
55 0.019450
56 0.019047
57 0.019337
58 0.018818
59 0.018718
60 0.017644
61 0.016818
62 0.016617
63 0.016396
64 0.019531
65 0.019475
66 0.017961
67 0.016711
68 0.018457
69 0.019580
70 0.019486
71 0.020677
72 0.017935
73 0.017018
74 0.016751
75 0.016764
76 0.017108
77 0.017390
78 0.016973
79 0.017012
80 0.016832
81 0.017447
82 0.019251
83 0.020651
84 0.019517
85 0.020055
86 0.020160
87 0.020556
88 0.019736
89 0.020060
90 0.020033
