0 0.015358
1 0.017991
2 0.017808
3 0.017722
4 0.018062
5 0.018421
6 0.018127
7 0.019528
8 0.018654
9 0.018518
10 0.018841
11 0.018442
12 0.019764
13 0.018005
14 0.018227
15 0.021593
16 0.018146
17 0.018374
18 0.018636
19 0.019709
20 0.019758
21 0.019911
22 0.020143
23 0.019244
24 0.018483
25 0.019624
26 0.018260
27 0.018195
28 0.018029
29 0.018116
30 0.019923
31 0.018010
32 0.018367
33 0.018346
34 0.019379
35 0.020609
36 0.020009
37 0.020227
38 0.019153
39 0.018338
40 0.018585
41 0.017950
42 0.017870
43 0.017909
44 0.017491
45 0.017615
46 0.017355
47 0.017385
48 0.017608
49 0.017388
50 0.017487
51 0.017365
52 0.017447
53 0.017726
54 0.017344
55 0.017485
56 0.017535
57 0.017317
58 0.017739
59 0.019748
60 0.019762
61 0.021454
62 0.021003
63 0.019767
64 0.018305
65 0.017950
66 0.018374
67 0.018222
68 0.017867
69 0.017726
70 0.018419
71 0.018100
72 0.018473
73 0.017595
74 0.018096
75 0.017742
76 0.017703
77 0.017589
78 0.018051
79 0.018015
80 0.018310
81 0.018217
82 0.017830
83 0.017824
84 0.018314
85 0.020114
86 0.018946
87 0.017535
88 0.017441
89 0.017930
90 0.017707
