0 0.000000 
1 0.000000 
2 0.000000 
3 0.000000 
4 0.000000 
5 0.000000 
6 0.000000 
7 0.000009 
8 0.000000 
9 0.000009 
10 0.000010 
11 0.000000 
12 0.000000 
13 0.000009 
14 0.000000 
15 0.000009 
16 0.000000 
17 0.000009 
18 0.000000 
19 0.000001 
20 0.000010 
21 0.000001 
22 0.000010 
23 0.000000 
24 0.000009 
25 0.000010 
26 0.000009 
27 0.000000 
28 0.000010 
29 0.000010 
30 0.000010 
31 0.000000 
32 0.000060 
33 0.000010 
34 0.000010 
35 0.000010 
36 0.000010 
37 0.000000 
38 0.000000 
39 0.000010 
40 0.000001 
41 0.000010 
42 0.000001 
43 0.000010 
44 0.000001 
45 0.000010 
46 0.000010 
47 0.000010 
48 0.000001 
49 0.000010 
50 0.000010 
51 0.000010 
52 0.000010 
53 0.000010 
54 0.000010 
55 0.000001 
56 0.000001 
57 0.000010 
58 0.000001 
59 0.000010 
60 0.000001 
61 0.000010 
62 0.000019 
63 0.000010 
64 0.000010 
65 0.000019 
66 0.000001 
67 0.000010 
68 0.000010 
69 0.000001 
70 0.000001 
71 0.000019 
72 0.000010 
73 0.000010 
74 0.000019 
75 0.000010 
76 0.000010 
77 0.000010 
78 0.000010 
79 0.000001 
80 0.000001 
81 0.000039 
82 0.000001 
83 0.000019 
84 0.000010 
85 0.000001 
86 0.000010 
87 0.000010 
88 0.000010 
89 0.000010 
90 0.000010 
